REF_ID,DATA_ID,DATA_TYPE,GAME_ID,DATA_SOURCE_TYPE,THESIS_TYPE,REF_TAG,AUTH_L_NAME,AUTH_SUFFIX,AUTH_F_NAME,AUTH_M_INIT,YEAR_PUB,TITLE_REF,EDITOR_L_NAME,EDITOR_F_NAME,EDITOR_M_INIT,SOURCE_NAME,VOL,NUM,START_PAGE,END_PAGE,DOI,PUB_NAME,PUB_CITY,PUB_STATE,PUB_COUNTRY,UNIV_NAME,UNIV_CITY,UNIV_STATE,UNIV_COUNTRY,REF_NOTES,LANGUAGE,REF_POLY_SHAPEFILE_ID,REF_CENT_SHAPEFILE_ID,REF_STAT_SHAPEFILE_ID,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_24D,ACT_24D,pred/prey,2689,PL,NA,Divita et al 1983,Sheridan,NA,Peter,F,1983,"Foods of coastal fishes during brown shrimp Penaeus aztecus, migration from Texas estuaries (June - July 1981). ",NA,NA,NA,Fisheries Bulletin,81,2,396,404,,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/09/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_42D,ACT_42D,pred/prey,NA,T,MS,"Del Rio et al., 2010",Del Rio,NA,Ross,P,2009,Neurotoxin in a Louisiana Estuary: Quantitative Analysis of Domoic Acid in Gulf Menhaden (Brevoortia patronus) and Qualitative Modeling of Links in a Shark Nursery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Louisiana State University,Baton Rouge,LA,US,"see also Del Rio et al., 2010",English,NA,NA,NA,23/06/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_3F,ACT_3F,pred/prey,2717,PL,NA,"Felder, 1973",Felder,NA,Darryl,L,1973,"A Record of Pinnixa lunzi Glassell (Decapoda, Pinnotheridae) from off the Coast of Texas, USA",NA,NA,NA,Crustaceana,24,1,148,149,NA,Brill Publishers,Boston,MA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,14/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4F,ACT_4F,pred/prey,2705,PL,NA,"Felder and Chaney, 1979",Felder,NA,Darryl,L,1979,"Decapod  Crustacean Fauna of Seven and One-Half Fathom Reef, Texas: Species Composition, Abundance, and Species Diversity",NA,NA,NA,Contributions in Marine Science,22,NA,1,29,NA,"University of Texas Marine Science Institute, The University of Texas at Austin",Port Aransas,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4F,ACT_4F,pred/prey,2705,PL,NA,"Felder and Chaney, 1979",Chaney,NA,Allan,H,1979,"Decapod  Crustacean Fauna of Seven and One-Half Fathom Reef, Texas: Species Composition, Abundance, and Species Diversity",NA,NA,NA,Contributions in Marine Science,22,NA,1,29,NA,"University of Texas Marine Science Institute, The University of Texas at Austin",Port Aransas,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_8F,ACT_8F,pred/prey,2709,PL,NA,Finucane et al 1990,Finucane,NA,John,H,1990,Diets of young king and Spanish mackerel off the southern United States,NA,NA,NA,Northeast Gulf Science,11,2,145,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_8F,ACT_8F,pred/prey,2709,PL,NA,Finucane et al 1990,Grimes,NA,Churchill,P,1990,Diets of young king and Spanish mackerel off the southern United States,NA,NA,NA,Northeast Gulf Science,11,2,145,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_8F,ACT_8F,pred/prey,2709,PL,NA,Finucane et al 1990,Naughton,NA,Steven,B,1990,Diets of young king and Spanish mackerel off the southern United States,NA,NA,NA,Northeast Gulf Science,11,2,145,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_11F,ACT_11F,pred/prey,2712,GR,NA,"Fontenot and Rogillio, 1970",Fontenot,Jr,Bennie,J,1970,"A Study of Estuarine Sportfishes in the Biloxi Marsh Complex, Louisiana",NA,NA,NA,Louisiana Wildlife and Fisheries Commission,NA,NA,1,172,NA,NA,Baton Rouge,LA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,21/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_11F,ACT_11F,pred/prey,2712,GR,NA,"Fontenot and Rogillio, 1970",Rogillio,NA,Howard,E,1970,"A Study of Estuarine Sportfishes in the Biloxi Marsh Complex, Louisiana",NA,NA,NA,Louisiana Wildlife and Fisheries Commission,NA,NA,1,172,NA,NA,Baton Rouge,LA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,21/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_26F,ACT_26F,pred/prey,2728,Abstract,NA,"Futch and Bruger, 1976",Futch,NA,Rena,Barco,1976,"Age, Growth, and Reproduction of Red Snapper in Florida Waters",Bullis,H,R.J.,Proceedings: Colloquim on snapper-grouper fishery resources of western central Atlantic Ocean.  Florida Sea Grant Report Number 17,1976,17,165,184,NA,Florida SeaGrant Program,NA,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_26F,ACT_26F,pred/prey,2728,Abstract,NA,"Futch and Bruger, 1976",Futch,NA,Rena,Barco,1976,"Age, Growth, and Reproduction of Red Snapper in Florida Waters",Jones,A,C,Proceedings: Colloquim on snapper-grouper fishery resources of western central Atlantic Ocean.  Florida Sea Grant Report Number 17,1976,17,165,184,NA,Florida SeaGrant Program,NA,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_26F,ACT_26F,pred/prey,2728,Abstract,NA,"Futch and Bruger, 1976",Bruger,NA,Gerard,E,1976,"Age, Growth, and Reproduction of Red Snapper in Florida Waters",Bullis,H,R.J.,Proceedings: Colloquim on snapper-grouper fishery resources of western central Atlantic Ocean.  Florida Sea Grant Report Number 17,1976,17,165,184,NA,Florida SeaGrant Program,NA,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_26F,ACT_26F,pred/prey,2728,Abstract,NA,"Futch and Bruger, 1976",Bruger,NA,Gerard,E,1976,"Age, Growth, and Reproduction of Red Snapper in Florida Waters",Jones,A,C,Proceedings: Colloquim on snapper-grouper fishery resources of western central Atlantic Ocean.  Florida Sea Grant Report Number 17,1976,17,165,184,NA,Florida SeaGrant Program,NA,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,17/11/2013,Theresa Mitchell,22/02/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_28F,ACT_28F,pred/prey,8524,GR,NA,Fotheringham 1977,Fotheringham,NA,Nick,NA,1977,Effects of Offshore Oil Field Structures on Their Biotic Environment: Benthos and Plankton,Klima,Edward,F,"Environmental Assessment of an Active Oil Field in the Northwestern Gulf of Mexico, 1976-1977  ",NA,NA,487,548,NA,"Galveston Laboratory, National Marine Fisheries Service, Southeast Fisheries Center",NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_33F,ACT_33F,pred/prey,NA,DB,NA,"Florida Fish and Wildlife Conservation Commission, 2012.",Florida Fish and Wildlife Conservation Commission,NA,Nick,n,2012,Florida Marine Fisheries Trophic Database,NA,NA,NA,Florida Fish and Wildlife Research Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_5G,ACT_5G,pred/prey,2734,GR,NA,"Gallaway, Martin and Howard, 1988",Gallaway,NA,B,J,1988,Notrthern Gulf of Mexico Continental Slope Study Annual Report Year 3; Volume 2: Technical Report,NA,NA,NA,NA,NA,NA,1,469,NA,"US Department of the Interior, Minerals Management Service, Gulf of Mexico OCS Regional Office",New Orleans,LA,NA,NA,NA,NA,NA,Prepared under MMS Contract 14-12-0001-30212,English,NA,NA,NA,06/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5G,ACT_5G,pred/prey,2734,GR,NA,"Gallaway, Martin and Howard, 1988",Martin,NA,L,R,1988,Notrthern Gulf of Mexico Continental Slope Study Annual Report Year 3; Volume 2: Technical Report,NA,NA,NA,NA,NA,NA,1,469,NA,"US Department of the Interior, Minerals Management Service, Gulf of Mexico OCS Regional Office",New Orleans,LA,NA,NA,NA,NA,NA,Prepared under MMS Contract 14-12-0001-30212,English,NA,NA,NA,06/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5G,ACT_5G,pred/prey,2734,GR,NA,"Gallaway, Martin and Howard, 1988",Howard,NA,R,L,1988,Notrthern Gulf of Mexico Continental Slope Study Annual Report Year 3; Volume 2: Technical Report,NA,NA,NA,NA,NA,NA,1,469,NA,"US Department of the Interior, Minerals Management Service, Gulf of Mexico OCS Regional Office",New Orleans,LA,NA,NA,NA,NA,NA,Prepared under MMS Contract 14-12-0001-30212,English,NA,NA,NA,06/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_12G,ACT_12G,pred/prey,2741,T,BS,"Garcia Notario, 1988",Garcia Notario,NA,Jesús,A,1988,"Determinar la composición de la Ictiofauna y sus relactiones trofica representativa de la Laguna del Ostion, Veracruz, México.",NA,NA,NA,Universidad Veracruzana,NA,NA,1,37,NA,NA,NA,NA,MX,Universidad Veracruzana,Veracruz,NA,MX,NA,Spanish,NA,NA,NA,01/09/2014,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_17G,ACT_17G,pred/prey,2746,PL,NA,"Gimenez et al, 2001",Gimenez,NA,Enrique,NA,2001,Aspectos de la conducta alimentaria del mero (Epinephelus morio) del Banco de Campeche,NA,NA,NA,Ciencia Pesquera,NA,14,165,170,NA,INAPESCA,Del Benito,Juárez,MX,NA,NA,NA,NA,NA,Spanish,NA,NA,NA,NA,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_17G,ACT_17G,pred/prey,2746,PL,NA,"Gimenez et al, 2002",Anderes,NA,Blanca,NA,2001,Aspectos de la conducta alimentaria del mero (Epinephelus morio) del Banco de Campeche,NA,NA,NA,Ciencia Pesquera,NA,14,165,170,NA,INAPESCA,Del Benito,Juárez,MX,NA,NA,NA,NA,NA,Spanish,NA,NA,NA,NA,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_17G,ACT_17G,pred/prey,2746,PL,NA,"Gimenez et al, 2003",Moreno,NA,Victor,NA,2001,Aspectos de la conducta alimentaria del mero (Epinephelus morio) del Banco de Campeche,NA,NA,NA,Ciencia Pesquera,NA,14,165,170,NA,INAPESCA,Del Benito,Juárez,MX,NA,NA,NA,NA,NA,Spanish,NA,NA,NA,NA,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_17G,ACT_17G,pred/prey,2746,PL,NA,"Gimenez et al, 2004",Burgos,NA,Rogerio,NA,2001,Aspectos de la conducta alimentaria del mero (Epinephelus morio) del Banco de Campeche,NA,NA,NA,Ciencia Pesquera,NA,14,165,170,NA,INAPESCA,Del Benito,Juárez,MX,NA,NA,NA,NA,NA,Spanish,NA,NA,NA,NA,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_22G,ACT_22G,pred/prey,2751,PL,NA,Govoni et al 1983,Govoni,NA,John,J,1983,"Comparative feeding of three species of larval fishes in the Nothern Gulf of Mexico: Brevoortia patronus, Leiostomus xanthurus, and Micropogon undulatus",NA,NA,NA,Marine Ecology - Progress Series,13,NA,189,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,26/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_22G,ACT_22G,pred/prey,2751,PL,NA,Govoni et al 1983,Hoss,NA,Donald,l,1983,"Comparative feeding of three species of larval fishes in the Nothern Gulf of Mexico: Brevoortia patronus, Leiostomus xanthurus, and Micropogon undulatus",NA,NA,NA,Marine Ecology - Progress Series,13,NA,189,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,26/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_22G,ACT_22G,pred/prey,2751,PL,NA,Govoni et al 1983,Chester,NA,Alexander,J,1983,"Comparative feeding of three species of larval fishes in the Nothern Gulf of Mexico: Brevoortia patronus, Leiostomus xanthurus, and Micropogon undulatus",NA,NA,NA,Marine Ecology - Progress Series,13,NA,189,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,26/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_28G,ACT_28G,pred/prey,2757,PL,NA,"Gudger, 1949",Gudger,NA,E,W,1949,"Natural history notes on Tiger sharls, Galeocerdo tigrinus, caught at Key West, Florida, with emphasis on food and feeding habits",NA,NA,NA,COPEIA,NA,1,39,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,28/09/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_32G,ACT_32G,pred/prey,2761,PL,NA,"Gunter, 1945",Gunter,NA,Gordon,NA,1945,Studies on Marine Fishes of Texas,NA,NA,NA,Publications of the Institute of Marine Science,1,1,1,190,NA,University of Texas Austin,Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,11/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_38G,ACT_38G,pred/prey,2767,PL,NA,"Gudger, 1929",Gudger,NA,Eugene,W,1929,"On the morphology, coloration and behavior of seventy teleostean fishes of Tortugas, Florida",NA,NA,NA,"Papers from the Tortugas Laboratory, Carnegie Inst. Of Wash.",26,NA,149,204,NA,Carnegie Institution of Washington Publication,Washington D.C.,NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,27/03/2014,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4H,ACT_4H,pred/prey,2771,D, PhD,"Hastings, 1972",Hastings,NA,Robert,Wayne,1972,The origin and seasonality of the fish fauna on a new jetty in the northeastern Gulf of Mexico,NA,NA,NA,NA,NA,NA,1,553,NA,NA,NA,NA,NA,Florida State University,Tallahassee,FL,US,NA,English,NA,NA,NA,25/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_8H,ACT_8H,pred/prey,2775,GR,NA,"Heffernan, 1963",Heffernan,NA,T,L,1963,Survey of adult red drum (Sciaenops ocellata),NA,NA,NA,Coastal Fisheries Project Report ,NA,NA,37,66,NA,Texas Parks and Wildlife Department,Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,10/03/2015,42073,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_15H,ACT_15H,pred/prey,2782,PL,NA,"Hildebrand, 1954",Hildebrand,NA,Henry,H,1954,A Study of the Fauna of the Brown Shrimp (Penaeus aztecus Ives) Grounds in the Western Gulf of Mexico,NA,NA,NA,Publications of the Institute of Marine Science ,3,2,231,266,NA,The University of Texas,Port Aransas ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,20/09/2012,Taylor Magnum,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5J,ACT_5J,pred/prey,2808,GR,NA,"Jordan, 1887",Jordan,NA,David,S,1887,"Notes on Some Fishes Collected at Pensacola by Mr. Silas Sterns, with Descriptions of One New Species (Chaetodon aya)",NA,NA,NA,Proceedings of United States National Museum,9,NA,225,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_6J,ACT_6J,pred/prey,2809,GR,NA,"Jordan and Evermann, 1887",Jordan,NA,David,S,1887,"Description of Six New Species of Fishes From the Gulf of Mexico, With Notes on Other Species",NA,NA,NA,Proceedings of United States National Museum,9,NA,466,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_6J,ACT_6J,pred/prey,2809,GR,NA,"Jordan and Evermann, 1887",Evermann,NA,Barton,W,1887,"Description of Six New Species of Fishes From the Gulf of Mexico, With Notes on Other Species",NA,NA,NA,Proceedings of United States National Museum,9,NA,466,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_7J,ACT_7J,pred/prey,2810,GR,NA,"Jordan and Gilbert, 1883",Jordan,NA,David,S,1883,"Notes on Fishes Observed About Pensacola, Florida, and Galveston, Texas, With Description of New Species",NA,NA,NA,Proceedings of United States National Museum,5,NA,241,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_7J,ACT_7J,pred/prey,2810,GR,NA,"Jordan and Gilbert, 1883",Gilbert,NA,Charles,H,1883,"Notes on Fishes Observed About Pensacola, Florida, and Galveston, Texas, With Description of New Species",NA,NA,NA,Proceedings of United States National Museum,5,NA,241,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_8J,ACT_8J,pred/prey,2811,GR,NA,"Jordan and Gilbert, 1884",Jordan,NA,David,S,1884,"Description of Two New Species of Fishes (Aprion, Ariommus and Ophidium beani) from Pensacola, Florida",NA,NA,NA,Proceedings of United States National Museum,6,NA,142,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_8J,ACT_8J,pred/prey,2811,GR,NA,"Jordan and Gilbert, 1884",Gilbert,NA,Charles,H,1884,"Description of Two New Species of Fishes (Aprion, Ariommus and Ophidium beani) from Pensacola, Florida",NA,NA,NA,Proceedings of United States National Museum,6,NA,142,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,19/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5K,ACT_5K,pred/prey,2818,GR,NA,Kemp 1949,Kemp,NA,Robert,J,1949," Report on stomach analysis from June 1, 1949 through August 31, 1949",NA,NA,NA,"Annual Report of the Texas Game, Fish and Oyster Commission ",NA,NA,100,127,NA,"Texas Game, Fish and Oyster Commission",Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_10K,ACT_10K,pred/prey,2823,GR,NA,Knapp 1948,Knapp,NA,Frank,T,1948,A partial analysis of the Texas menhaden problem with notes on the food of the more important fishes of the Texas gulf coast,NA,NA,NA,"Annual Report of the Texas Game, Fish and Oyster Commission ",NA,NA,42,60,NA,"Texas Game, Fish and Oyster Commission",Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,29/11/2013,Theresa Mitchell,29/01/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_10K,ACT_10K,pred/prey,2823,PL,NA,"Knapp, 1948",Knapp,NA,Frank,T,1948,A partial analysis of the Texas menhaden problem with notes on the food of more important fishes of the Texas gulf coast.,NA,NA,NA,"Texas Game, Fish and Oyster Commission Annual Report 1947-48",NA,NA,42,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,29/11/2013,Theresa Mitchell,29/01/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4L,ACT_4L,pred/prey,2837,GR,NA,"Landry and Armstrong, 1980",Landry,NA,A,M,1980,"Determine seasonal abundance, distribution a community composition of demersal finfishes and macrocrustaceans Vol IV.  U.S. Dept. of Comm., NOAA/NMFS, NOAA Tech. Mem. NMFS-SEFC-28",Jackson,W,B,"Biological/Chemical Survey of Texoma and Capline Sector Salt Dome Brine Disposal Sites off Louisiana, 1978-1979",NA,NA,1,180,NA,NA,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,19/02/2014,Theresa Mitchell,30/11/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4L,ACT_4L,pred/prey,2837,GR,NA,"Landry and Armstrong, 1980",Landry,NA,A,M,1980,"Determine seasonal abundance, distribution a community composition of demersal finfishes and macrocrustaceans Vol IV.  U.S. Dept. of Comm., NOAA/NMFS, NOAA Tech. Mem. NMFS-SEFC-28",Faw,G,N,"Biological/Chemical Survey of Texoma and Capline Sector Salt Dome Brine Disposal Sites off Louisiana, 1978-1979",NA,NA,1,180,NA,NA,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,19/02/2014,Theresa Mitchell,30/11/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4L,ACT_4L,pred/prey,2837,GR,NA,"Landry and Armstrong, 1980",Armstrong,NA,H,W,1980,"Determine seasonal abundance, distribution a community composition of demersal finfishes and macrocrustaceans Vol IV.  U.S. Dept. of Comm., NOAA/NMFS, NOAA Tech. Mem. NMFS-SEFC-28",Jackson,W,B,"Biological/Chemical Survey of Texoma and Capline Sector Salt Dome Brine Disposal Sites off Louisiana, 1978-1979",NA,NA,1,180,NA,NA,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,19/02/2014,Theresa Mitchell,30/11/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4L,ACT_4L,pred/prey,2837,GR,NA,"Landry and Armstrong, 1980",Armstrong,NA,H,W,1980,"Determine seasonal abundance, distribution a community composition of demersal finfishes and macrocrustaceans Vol IV.  U.S. Dept. of Comm., NOAA/NMFS, NOAA Tech. Mem. NMFS-SEFC-28",Faw,G,N,"Biological/Chemical Survey of Texoma and Capline Sector Salt Dome Brine Disposal Sites off Louisiana, 1978-1979",NA,NA,1,180,NA,NA,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,19/02/2014,Theresa Mitchell,30/11/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_13L,ACT_13L,pred/prey,2846,GR,NA,"Levine, 1980",Levine,NA,Stephen,J,1980,"Gut Contents of Fourty-four Lake Pontchartrain, Louisiana Fish Species",Stone,James,H,"Environmental Analysis of Lake Pontchartrain, Louisiana, It's Surrounding Wetlands, and Selected Land Uses, 993 p.",NA,NA,899,993,NA,NA,NA,LA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,13/11/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_19L,ACT_19L,pred/prey,3247,GR,NA,Linton 1907,Linton,NA,Edwin,NA,1907,"Preliminary report on animal parasites collected at Tortugas, Florida, June 30 to July 18, 1906",NA,NA,NA,Year Book,NA,5,112,118,NA,Carnegie Institution,"Washington, DC",,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_30L,ACT_30L,pred/prey,2862,GR,NA,Longley and Hildebrand 1941,Longley,NA,William,H,1941,Systematic catalog of the fishes of Tortugas Florida. ,NA,NA,NA,Papers from Tortugas Laboratory,XXXIV,535,1,331,NA,Carnegie Institution,"Washington, DC",NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,06/08/2014,Theresa Mitchell,13/12/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_30L,ACT_30L,pred/prey,2862,GR,NA,Longley and Hildebrand 1941,Hildebrand,NA,Samuel,F,1941,Systematic catalog of the fishes of Tortugas Florida. ,NA,NA,NA,Papers from Tortugas Laboratory,XXXIV,535,1,331,NA,Carnegie Institution,"Washington, DC",NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,06/08/2014,Theresa Mitchell,13/12/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_30L,ACT_30L,pred/prey,2862,Book,NA,"Longley and Hildebrand, 1941",Longley,NA,William,H,1941,"Systematic Catalogue of he Fishes of Tortugas, Florida",Hildebrand,Samuel,F,NA,NA,NA,1,313,NA,Carnegie Institution of Wasington Publication 535,"Washington, D.C.",,US,NA,NA,NA,NA,NA,English,NA,NA,NA,06/08/2014,Theresa Mitchell,13/12/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_30L,ACT_30L,pred/prey,2862,Book,NA,"Longley and Hildebrand, 1941",Hildebrand,NA,Samuel,F,1941,"Systematic Catalogue of he Fishes of Tortugas, Florida",Hildebrand,Samuel,F,NA,NA,NA,1,313,NA,Carnegie Institution of Wasington Publication 535,"Washington, D.C.",,US,NA,NA,NA,NA,NA,English,NA,NA,NA,06/08/2014,Theresa Mitchell,13/12/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_7M,ACT_7M,pred/prey,2881,PL,NA,Manooch and Mason 1983,Manooch ,III,Charles,S,1983,"Comparative Food Studies of Yellowfin Tuna, Thunnus albacares, and Blackfin Tuna, Thunnus atlanticus, (Pisces: Scombridae) from the Southeastern and Gulf Coast of the United States",NA,NA,NA,Acta Ichthyologica Et Piscatoria,8,2,25,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,28/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_7M,ACT_7M,pred/prey,2881,PL,NA,Manooch and Mason 1983,Mason,NA,Diane,L,1983,"Comparative Food Studies of Yellowfin Tuna, Thunnus albacares, and Blackfin Tuna, Thunnus atlanticus, (Pisces: Scombridae) from the Southeastern and Gulf Coast of the United States",NA,NA,NA,Acta Ichthyologica Et Piscatoria,8,2,25,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,28/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_11M,ACT_11M,pred/prey,2885,PL,NA,Manooch et al 1985,Manooch ,III,Charles,S,1985,Foods of Little Tunny Euthynnus alletteralus Collected along the Southeastern and Gulf Coasts of the United States.,NA,NA,NA,Bulletin of the Japenese Society of Scientific Fisheries,51,8,1207,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
